order_id,order_date,customer_id,product_id,payment_method,payment_status,quantity,unit_price,discount,net_sales
ORD000302,2026-02-01,C0081,P026,PromptPay,PAID,1,11610.0,0.05,11029.5
ORD000303,2026-01-20,C0101,P026,PromptPay,PAID,4,12900.0,0.0,51600.0
ORD000304,2026-04-01,C0147,P009,Credit Card,PAID,4,313.95,0.0,1255.8
ORD000305,2026-01-26,C0116,P030,Credit Card,PAID,1,499.0,0.05,474.05
ORD000306,2026-01-22,C0126,P032,PromptPay,PAID,1,27195.0,0.0,27195.0
ORD000307,2026-01-14,C0109,P039,Credit Card,PAID,3,1039.5,0.0,3118.5
ORD000308,2026-06-01,C0019,P037,Credit Card,PAID,4,23310.0,0.0,93240.0
ORD000309,2026-01-16,C0081,P015,PromptPay,PAID,1,299.0,0.0,299.0
ORD000310,2026-01-13,C0029,P026,Credit Card,FAILED,1,12900.0,0.0,12900.0
ORD000311,2026-01-13,C0144,P032,PromptPay,PAID,3,25900.0,0.1,69930.0
ORD000312,2026-04-01,C0011,P026,PromptPay,PAID,1,12900.0,0.0,12900.0
ORD000313,2026-01-18,C0088,P025,PromptPay,FAILED,4,23310.0,0.0,93240.0
ORD000314,2026-01-01,C0027,P022,Bank Transfer,FAILED,1,449.1,0.05,426.64500000000004
ORD000315,2026-01-21,C0037,P016,Bank Transfer,PAID,1,1564.5,0.0,1564.5
ORD000316,2026-01-15,C0140,P021,Credit Card,PAID,1,27195.0,0.0,27195.0
ORD000317,2026-01-26,C0068,P022,Bank Transfer,PAID,1,499.0,0.0,499.0
ORD000318,2026-04-01,C0008,P002,Credit Card,PAID,1,1490.0,0.0,1490.0
ORD000319,2026-01-28,C0150,P013,Bank Transfer,PAID,1,499.0,0.0,499.0
ORD000320,2026-05-01,C0109,P008,Bank Transfer,PAID,1,523.95,0.0,523.95
ORD000321,2026-04-01,C0079,P014,Bank Transfer,PAID,1,990.0,0.1,891.0
ORD000322,2026-01-21,C0111,P036,Credit Card,FAILED,1,284.05,0.0,284.05
ORD000323,2026-01-28,C0151,P032,Credit Card,PAID,1,25900.0,0.0,25900.0
ORD000324,2026-01-13,C0044,P039,Bank Transfer,PAID,3,891.0,0.1,2405.7
ORD000325,2026-07-01,C0012,P018,Credit Card,PAID,1,4189.5,0.0,4189.5
ORD000326,2026-01-26,C0100,P008,Bank Transfer,REFUNDED,2,449.1,0.0,898.2
ORD000327,2026-09-01,C0123,P020,PromptPay,PAID,3,474.05,0.0,1422.15
ORD000328,2026-01-23,C0046,P016,PromptPay,PAID,2,1341.0,0.0,2682.0
ORD000329,2026-01-24,C0140,P008,Bank Transfer,PAID,1,499.0,0.05,474.05
ORD000330,2026-12-01,C0020,P028,PromptPay,PAID,3,269.1,0.0,807.3000000000001
ORD000331,2026-01-24,C0090,P035,Credit Card,PAID,1,24605.0,0.0,24605.0
ORD000332,2026-01-23,C0135,P003,Bank Transfer,PAID,2,25900.0,0.05,49210.0
ORD000333,2026-01-20,C0143,P011,PromptPay,PAID,2,25900.0,0.0,51800.0
ORD000334,2026-03-01,C0090,P021,Credit Card,PAID,1,24605.0,0.1,22144.5
ORD000335,2026-01-18,C0114,P019,Bank Transfer,PAID,2,3990.0,0.0,7980.0
ORD000336,2026-01-27,C0058,P021,Bank Transfer,PAID,2,24605.0,0.0,49210.0
ORD000337,2026-01-16,C0061,P019,Credit Card,PAID,1,3990.0,0.1,3591.0
ORD000338,2026-01-27,C0036,P024,Bank Transfer,PAID,2,313.95,0.0,627.9
ORD000339,2026-01-24,C0140,P003,PromptPay,PAID,2,24605.0,0.0,49210.0
ORD000340,2026-01-21,C0040,P005,Bank Transfer,PAID,3,313.95,0.0,941.8499999999999
ORD000341,2026-01-24,C0159,P012,Bank Transfer,PAID,1,891.0,0.0,891.0
ORD000342,2026-01-26,C0029,P036,PromptPay,PAID,3,299.0,0.1,807.3
ORD000343,2026-01-24,C0008,P033,PromptPay,PAID,4,12900.0,0.0,51600.0
ORD000344,2026-03-01,C0140,P032,PromptPay,PAID,4,23310.0,0.0,93240.0
ORD000345,2026-06-01,C0129,P012,Bank Transfer,PAID,1,940.5,0.0,940.5
ORD000346,2026-01-17,C0018,P021,Bank Transfer,PAID,4,24605.0,0.0,98420.0
ORD000347,2026-02-01,C0145,P037,Credit Card,REFUNDED,1,25900.0,0.0,25900.0
ORD000348,2026-08-01,C0079,P010,Credit Card,PAID,4,891.0,0.0,3564.0
ORD000349,2026-01-13,C0011,P027,Bank Transfer,PAID,4,23310.0,0.1,83916.0
ORD000350,2026-11-01,C0155,P024,Credit Card,PAID,2,269.1,0.05,511.29
ORD000351,2026-01-17,C0119,P030,Credit Card,PAID,2,499.0,0.0,998.0
ORD000352,2026-01-21,C0076,P022,Bank Transfer,PAID,1,449.1,0.05,426.64500000000004
ORD000353,2026-01-22,C0032,P006,Bank Transfer,PAID,1,299.0,0.0,299.0
ORD000354,2026-01-19,C0032,P023,Bank Transfer,PAID,1,299.0,0.0,299.0
ORD000355,2026-10-01,C0112,P016,Bank Transfer,PAID,1,1564.5,0.0,1564.5
ORD000356,2026-02-01,C0158,P016,Credit Card,PAID,2,1564.5,0.05,2972.55
ORD000357,2026-01-18,C0087,P020,Credit Card,PAID,2,449.1,0.05,853.2900000000001
ORD000358,2026-05-01,C0063,P002,Credit Card,PAID,4,1415.5,0.1,5095.8
ORD000359,2026-01-14,C0151,P016,Bank Transfer,PAID,1,1564.5,0.0,1564.5
ORD000360,2026-01-24,C0009,P015,Credit Card,PAID,2,269.1,0.0,538.2
ORD000361,2026-02-19,C0124,P019,Bank Transfer,PAID,1,4189.5,0.05,3980.025
ORD000362,2026-02-20,C0072,P039,PromptPay,PAID,2,940.5,0.05,1786.95
ORD000363,2026-02-08,C0136,P014,PromptPay,PAID,2,940.5,0.05,1786.95
ORD000364,2026-02-16,C0077,P038,Credit Card,PAID,2,12900.0,0.0,25800.0
ORD000365,2026-02-23,C0139,P004,Credit Card,PAID,2,1490.0,0.0,2980.0
ORD000366,2026-02-14,C0088,P004,Credit Card,PAID,1,1490.0,0.0,1490.0
ORD000367,2026-02-10,C0161,P040,Bank Transfer,PAID,3,4189.5,0.05,11940.075
ORD000369,2026-02-22,C0037,P033,Credit Card,PAID,3,13545.0,0.0,40635.0
ORD000370,2026-02-05,C0050,P006,PromptPay,PAID,2,284.05,0.05,539.695
ORD000371,2026-02-06,C0155,P029,PromptPay,PAID,4,3990.0,0.0,15960.0
ORD000372,2026-02-03,C0096,P025,Bank Transfer,PAID,2,27195.0,0.1,48951.0
ORD000373,2026-02-05,C0081,P028,Credit Card,PAID,1,269.1,0.05,255.645
ORD000374,2026-02-12,C0101,P040,Credit Card,PAID,1,3591.0,0.0,3591.0
ORD000375,2026-02-16,C0034,P008,PromptPay,PAID,1,474.05,0.05,450.3475
ORD000376,2026-02-26,C0155,P027,Credit Card,PAID,4,27195.0,0.0,108780.0
ORD000377,2026-02-18,C0114,P014,PromptPay,PAID,1,891.0,0.0,891.0
ORD000378,2026-02-03,C0118,P002,Credit Card,PAID,4,1415.5,0.1,5095.8
ORD000379,2026-02-26,C0002,P010,Credit Card,PAID,1,1039.5,0.05,987.525
ORD000380,2026-02-04,C0045,P026,PromptPay,PAID,3,11610.0,0.05,33088.5
ORD000381,2026-02-09,C0077,P007,Bank Transfer,PAID,1,24605.0,0.0,24605.0
ORD000382,2026-02-09,C0155,P999,Credit Card,PAID,3,4189.5,0.05,11940.075
ORD000383,2026-02-11,C0022,P026,Bank Transfer,REFUNDED,4,12255.0,0.0,49020.0
ORD000384,2026-02-14,C0013,P038,PromptPay,PAID,1,13545.0,0.05,12867.75
ORD000385,2026-02-12,C0089,P028,Credit Card,PAID,4,299.0,0.0,1196.0
ORD000386,2026-02-20,C0156,P016,Bank Transfer,FAILED,1,1341.0,0.1,1206.9
ORD000387,2026-02-12,C0071,P028,Bank Transfer,PAID,4,313.95,0.0,1255.8
ORD000388,2026-02-22,C0100,P018,Credit Card,PAID,2,3591.0,0.0,7182.0
ORD000389,2026-02-15,C0051,P032,Credit Card,PAID,2,25900.0,0.0,51800.0
ORD000390,2026-02-04,C0159,P026,Bank Transfer,PAID,3,11610.0,0.0,34830.0
ORD000391,2026-02-18,C0101,P020,Credit Card,PAID,2,449.1,0.0,898.2
ORD000392,2026-02-26,C0107,P023,Credit Card,PAID,1,269.1,0.0,269.1
ORD000393,2026-02-08,C0075,P022,Credit Card,FAILED,1,449.1,0.0,449.1
ORD000394,2026-02-06,C0015,P007,Bank Transfer,PAID,2,24605.0,0.1,44289.0
ORD000395,2026-02-12,C0008,P020,Bank Transfer,PAID,1,499.0,0.0,499.0
ORD000396,2026-02-13,C0019,P026,Credit Card,FAILED,3,12900.0,0.1,34830.0
ORD000397,2026-02-06,C0015,P040,PromptPay,PAID,2,3990.0,0.1,7182.0
ORD000398,2026-02-20,C0095,P040,Credit Card,PAID,2,3990.0,0.0,7980.0
ORD000399,2026-02-12,C0102,P026,Bank Transfer,FAILED,2,12900.0,0.0,25800.0
ORD000400,2026-02-19,C0078,P035,PromptPay,PAID,4,27195.0,0.0,108780.0
ORD000401,2026-02-16,C0085,P013,Bank Transfer,PAID,3,499.0,0.1,1347.3
ORD000402,2026-02-16,C0084,P030,PromptPay,PAID,1,523.95,0.05,497.75250000000005
ORD000403,2026-02-17,C0107,P031,Credit Card,PAID,1,1490.0,0.0,1490.0
ORD000404,2026-02-11,C0100,P009,Credit Card,PAID,1,299.0,0.1,269.1
ORD000405,2026-02-27,C0070,P001,PromptPay,PAID,1,299.0,0.0,299.0
ORD000406,2026-02-04,C0144,P035,Credit Card,PAID,3,23310.0,0.0,69930.0
ORD000407,2026-02-28,C0100,P027,PromptPay,PAID,4,23310.0,0.1,83916.0
ORD000408,2026-02-27,C0047,P032,PromptPay,PAID,2,25900.0,0.05,49210.0
ORD000409,2026-02-17,C0071,P035,Credit Card,PAID,3,27195.0,0.0,81585.0
ORD000410,2026-02-19,C0162,P004,Credit Card,PAID,3,1490.0,0.0,4470.0
ORD000411,2026-02-10,C0030,P025,Credit Card,PAID,1,25900.0,0.0,25900.0
ORD000412,2026-02-11,C0088,P025,Credit Card,PAID,2,25900.0,0.0,51800.0
ORD000413,2026-02-12,C0125,P005,Bank Transfer,PAID,2,313.95,0.0,627.9
ORD000414,2026-02-18,C0072,P019,Credit Card,PAID,1,3591.0,0.0,3591.0
ORD000415,2026-02-15,C0007,P037,Credit Card,PAID,4,24605.0,0.0,98420.0
ORD000416,2026-02-06,C0109,P023,Bank Transfer,PAID,2,299.0,0.0,598.0
ORD000417,2026-02-26,C0075,P013,Credit Card,FAILED,1,474.05,0.0,474.05
ORD000418,2026-02-26,C0097,P018,Credit Card,PAID,2,3790.5,0.05,7201.95
ORD000419,2026-02-12,C0015,P002,Bank Transfer,PAID,1,1341.0,0.1,1206.9
ORD000420,2026-02-09,C0056,P021,Bank Transfer,PAID,1,23310.0,0.1,20979.0
ORD000421,2026-02-14,C0160,P023,Bank Transfer,PAID,3,284.05,0.1,766.9350000000001
ORD000422,2026-02-27,C0160,P001,PromptPay,PAID,3,299.0,0.0,897.0
ORD000423,2026-02-04,C0047,P027,Bank Transfer,PAID,4,24605.0,0.0,98420.0
ORD000424,2026-02-19,C0002,P007,Credit Card,PAID,1,24605.0,0.05,23374.75
ORD000425,2026-02-17,C0145,P003,PromptPay,PAID,2,25900.0,0.0,51800.0
ORD000426,2026-02-25,C0043,P027,Credit Card,PAID,4,25900.0,0.0,103600.0
ORD000427,2026-02-24,C0137,P027,PromptPay,FAILED,1,23310.0,0.0,23310.0
ORD000428,2026-02-01,C0036,P032,Bank Transfer,PAID,2,27195.0,0.0,54390.0
ORD000429,2026-02-02,C0036,P004,PromptPay,PAID,3,1490.0,0.0,4470.0
ORD000430,2026-02-19,C0112,P037,Bank Transfer,FAILED,4,25900.0,0.1,93240.0
ORD000431,2026-02-05,C0017,P019,Credit Card,PAID,1,3790.5,0.1,3411.45
ORD000432,2026-02-04,C0119,P025,PromptPay,PAID,4,25900.0,0.0,103600.0
ORD000433,2026-02-11,C0043,P009,Bank Transfer,PAID,2,284.05,0.05,539.695
ORD000434,2026-02-23,C0114,P025,Bank Transfer,PAID,1,25900.0,0.1,23310.0
ORD000435,2026-02-13,C0130,P010,PromptPay,PAID,2,891.0,0.05,1692.9
ORD000436,2026-02-20,C0154,P009,Bank Transfer,REFUNDED,1,299.0,0.1,269.1
ORD000437,2026-02-24,C0059,P014,PromptPay,PAID,2,990.0,0.0,1980.0
ORD000438,2026-02-03,C0106,P035,Credit Card,REFUNDED,4,27195.0,0.0,108780.0
ORD000439,2026-02-20,C0112,P002,Credit Card,PAID,3,1564.5,0.0,4693.5
ORD000440,2026-02-22,C0063,P008,Credit Card,PAID,2,449.1,0.0,898.2
ORD000441,2026-02-22,C0032,P024,Bank Transfer,PAID,1,299.0,0.0,299.0
ORD000442,2026-02-23,C0105,P010,PromptPay,PAID,1,1039.5,0.1,935.55
ORD000443,2026-02-19,C0117,P003,PromptPay,PAID,4,24605.0,0.0,98420.0
ORD000444,2026-02-12,C0030,P030,PromptPay,PAID,3,499.0,0.0,1497.0
ORD000445,2026-02-10,C0054,P025,Bank Transfer,PAID,1,24605.0,0.0,24605.0
ORD000446,2026-02-09,C0062,P012,Bank Transfer,PAID,1,990.0,0.0,990.0
ORD000447,2026-02-24,C0085,P024,PromptPay,PAID,1,313.95,0.0,313.95
ORD000448,2026-02-15,C0096,P004,PromptPay,PAID,2,1341.0,0.05,2547.9
ORD000449,2026-02-27,C0038,P031,Credit Card,PAID,3,1341.0,0.0,4023.0
ORD000450,2026-02-08,C0037,P011,Credit Card,PAID,1,25900.0,0.0,25900.0
ORD000451,2026-02-15,C0028,P032,Bank Transfer,PAID,4,27195.0,0.05,103341.0
ORD000452,2026-02-12,C0022,P005,Credit Card,PAID,4,299.0,0.0,1196.0
ORD000453,2026-02-02,C0105,P040,PromptPay,PAID,3,3990.0,0.05,11371.5
ORD000454,2026-02-17,C0087,P011,Bank Transfer,PAID,1,27195.0,0.05,25835.25
ORD000455,2026-02-16,C0052,P022,Credit Card,REFUNDED,3,523.95,0.0,1571.8500000000001
ORD000456,2026-02-19,C0155,P039,Bank Transfer,PAID,3,990.0,0.1,2673.0
ORD000457,2026-02-10,C0164,P032,PromptPay,PAID,1,25900.0,0.1,23310.0
ORD000458,2026-02-12,C0097,P040,Bank Transfer,REFUNDED,3,3790.5,0.0,11371.5
ORD000459,2026-02-24,C0070,P036,Credit Card,FAILED,3,299.0,0.1,807.3
ORD000460,2026-02-17,C0040,P011,Bank Transfer,PAID,3,27195.0,0.0,81585.0
ORD000461,2026-02-12,C0143,P015,PromptPay,PAID,2,299.0,0.1,538.2
ORD000462,2026-02-28,C0077,P003,Bank Transfer,PAID,2,25900.0,0.05,49210.0
ORD000463,2026-02-20,C0062,P030,PromptPay,PAID,4,523.95,0.0,2095.8
ORD000464,2026-02-21,C0161,P017,PromptPay,PAID,1,1039.5,0.1,935.55
ORD000465,2026-02-12,C0002,P011,PromptPay,PAID,1,27195.0,0.1,24475.5
ORD000466,2026-02-17,C0044,P004,Bank Transfer,PAID,1,1341.0,0.0,1341.0
ORD000467,2026-02-26,C0117,P017,PromptPay,PAID,4,990.0,0.1,3564.0
ORD000468,2026-02-15,C0125,P008,Credit Card,FAILED,1,449.1,0.0,449.1
ORD000469,2026-02-20,C0033,P004,Bank Transfer,PAID,4,1415.5,0.05,5378.9
ORD000470,2026-02-21,C0076,P004,Credit Card,PAID,2,1415.5,0.0,2831.0
ORD000471,2026-02-13,C0068,P032,PromptPay,PAID,4,27195.0,0.0,108780.0
ORD000472,2026-02-06,C0155,P017,Credit Card,PAID,2,1039.5,0.1,1871.1
ORD000473,2026-02-06,C0059,P005,Credit Card,PAID,1,299.0,0.0,299.0
ORD000474,2026-02-05,C0008,P019,PromptPay,PAID,1,4189.5,0.0,4189.5
ORD000475,2026-02-15,C0085,P018,Credit Card,PAID,2,3790.5,0.0,7581.0
ORD000476,2026-02-10,C0006,P018,PromptPay,PAID,1,4189.5,0.0,4189.5
ORD000477,2026-02-28,C0092,P031,Credit Card,PAID,3,1341.0,0.0,4023.0
ORD000478,2026-02-18,C0097,P038,Credit Card,PAID,4,12900.0,0.0,51600.0
ORD000479,2026-02-22,C0013,P009,Credit Card,PAID,1,269.1,0.0,269.1
ORD000480,2026-02-16,C0029,P018,Credit Card,PAID,1,3790.5,0.0,3790.5
ORD000481,2026-02-25,C0052,P034,PromptPay,PAID,1,299.0,0.0,299.0
ORD000482,2026-02-28,C0036,P038,Credit Card,PAID,1,13545.0,0.0,13545.0
ORD000483,2026-02-04,C0010,P037,PromptPay,PAID,2,25900.0,0.0,51800.0
ORD000484,2026-02-01,C0048,P016,Bank Transfer,PAID,1,1564.5,0.0,1564.5
ORD000485,2026-02-23,C0095,P017,PromptPay,PAID,4,891.0,0.0,3564.0
ORD000486,2026-02-02,C0141,P021,Credit Card,FAILED,2,23310.0,0.0,46620.0
ORD000487,2026-02-03,C0092,P010,PromptPay,PAID,1,990.0,0.0,990.0
ORD000488,2026-02-21,C0073,P037,Credit Card,FAILED,4,27195.0,0.0,108780.0
ORD000489,2026-02-21,C0103,P010,PromptPay,PAID,1,990.0,0.0,990.0
ORD000490,2026-02-05,C0067,P028,PromptPay,PAID,1,299.0,0.0,299.0
ORD000491,2026-02-03,C0090,P026,PromptPay,FAILED,1,12255.0,0.05,11642.25
ORD000492,2026-02-18,C0105,P014,PromptPay,PAID,1,990.0,0.0,990.0
ORD000493,2026-02-24,C0140,P022,Bank Transfer,PAID,4,499.0,0.0,1996.0
ORD000494,2026-02-21,C0091,P025,Bank Transfer,PAID,1,24605.0,0.0,24605.0
ORD000495,2026-02-01,C0016,P016,Bank Transfer,PAID,2,1490.0,0.05,2831.0
ORD000496,2026-02-08,C0007,P022,Credit Card,PAID,4,499.0,0.1,1796.4
ORD000497,2026-02-24,C0138,P028,PromptPay,FAILED,1,269.1,0.1,242.19000000000003
ORD000498,2026-02-06,C0047,P003,Credit Card,PAID,2,24605.0,0.0,49210.0
ORD000499,2026-02-07,C0157,P024,Credit Card,PAID,1,269.1,0.0,269.1
ORD000500,2026-02-12,C0106,P031,PromptPay,FAILED,4,1490.0,0.1,5364.0
ORD000501,2026-02-27,C0024,P001,Credit Card,PAID,1,284.05,0.0,284.05
ORD000502,2026-02-19,C0013,P040,PromptPay,PAID,1,3591.0,0.1,3231.9
ORD000503,2026-02-10,C0022,P030,Credit Card,PAID,4,474.05,0.0,1896.2
ORD000504,2026-02-18,C0091,P005,Bank Transfer,PAID,2,313.95,0.0,627.9
ORD000505,2026-02-02,C0148,P031,PromptPay,PAID,1,1341.0,0.0,1341.0
ORD000506,2026-02-19,C0153,P007,PromptPay,PAID,2,27195.0,0.0,54390.0
ORD000507,2026-02-24,C0126,P011,PromptPay,PAID,1,25900.0,0.0,25900.0
ORD000508,2026-02-20,C0129,P009,Bank Transfer,PAID,3,299.0,0.0,897.0
ORD000509,2026-02-18,C0162,P029,PromptPay,PAID,4,3591.0,0.0,14364.0
ORD000510,2026-02-10,C0153,P010,PromptPay,PAID,4,1039.5,0.0,4158.0
ORD000511,2026-02-24,C0106,P031,Bank Transfer,PAID,1,1490.0,0.1,1341.0
ORD000512,2026-02-10,C0036,P017,Credit Card,PAID,4,1039.5,0.05,3950.1
ORD000513,2026-02-25,C0012,P022,Bank Transfer,PAID,1,474.05,0.0,474.05
ORD000514,2026-02-03,C0028,P023,Credit Card,PAID,3,313.95,0.05,894.7574999999999
ORD000515,2026-02-02,C0030,P012,Bank Transfer,PAID,3,990.0,0.1,2673.0
ORD000516,2026-02-11,C0047,P002,PromptPay,PAID,2,1341.0,0.1,2413.8
ORD000517,2026-02-01,C0029,P003,PromptPay,PAID,3,25900.0,0.0,77700.0
ORD000518,2026-02-05,C0110,P015,Credit Card,PAID,1,299.0,0.0,299.0
ORD000519,2026-02-26,C0012,P033,Bank Transfer,PAID,1,12900.0,0.0,12900.0
ORD000520,2026-02-06,C0114,P037,Bank Transfer,PAID,1,23310.0,0.1,20979.0
ORD000521,2026-02-08,C0020,P017,PromptPay,PAID,1,990.0,0.0,990.0
ORD000522,2026-02-03,C0159,P002,Bank Transfer,PAID,2,1490.0,0.1,2682.0
ORD000523,2026-02-13,C0077,P032,Bank Transfer,PAID,2,25900.0,0.05,49210.0
ORD000524,2026-02-21,C0140,P011,PromptPay,PAID,1,25900.0,0.05,24605.0
ORD000525,2026-02-06,C0124,P040,Credit Card,PAID,1,3990.0,0.0,3990.0
ORD000526,2026-02-23,C0140,P007,Bank Transfer,PAID,1,25900.0,0.0,25900.0
ORD000527,2026-02-27,C0154,P036,Bank Transfer,FAILED,3,313.95,0.1,847.665
ORD000528,2026-02-12,C0118,P030,Credit Card,PAID,2,499.0,0.05,948.1
ORD000529,2026-02-18,C0071,P039,Bank Transfer,PAID,2,1039.5,0.05,1975.05
ORD000530,2026-02-06,C0023,P036,PromptPay,PAID,1,299.0,0.0,299.0
ORD000531,2026-02-28,C0009,P035,Bank Transfer,PAID,1,25900.0,0.1,23310.0
ORD000532,2026-02-09,C0135,P020,Bank Transfer,FAILED,1,499.0,0.0,499.0
ORD000533,2026-02-25,C0117,P035,Bank Transfer,PAID,2,25900.0,0.1,46620.0
ORD000534,2026-02-17,C0134,P015,Bank Transfer,PAID,1,313.95,0.0,313.95
ORD000535,2026-02-05,C0068,P018,Credit Card,PAID,1,3790.5,0.1,3411.45
ORD000536,2026-02-03,C0015,P013,Credit Card,PAID,2,499.0,0.0,998.0
ORD000537,2026-02-16,C0073,P031,Credit Card,PAID,1,1490.0,0.05,1415.5
ORD000538,2026-02-20,C0133,P015,Bank Transfer,PAID,3,269.1,0.1,726.57
ORD000539,2026-02-23,C0003,P001,Bank Transfer,PAID,1,284.05,0.0,284.05
ORD000540,2026-02-14,C0017,P029,Bank Transfer,PAID,1,3790.5,0.1,3411.45
ORD000541,2026-02-10,C0094,P030,PromptPay,PAID,1,499.0,0.0,499.0
ORD000542,2026-02-15,C0030,P021,Bank Transfer,PAID,1,27195.0,0.1,24475.5
ORD000543,2026-02-23,C0108,P022,PromptPay,PAID,4,449.1,0.0,1796.4
ORD000544,2026-02-21,C0125,P022,Bank Transfer,PAID,1,499.0,0.0,499.0
ORD000545,2026-02-15,C0148,P010,Bank Transfer,PAID,2,990.0,0.0,1980.0
ORD000546,2026-02-13,C0004,P016,Credit Card,PAID,1,1415.5,0.0,1415.5
ORD000547,2026-02-08,C0008,P039,PromptPay,PAID,1,940.5,0.0,940.5
ORD000548,2026-02-25,C0121,P007,Credit Card,PAID,1,24605.0,0.0,24605.0
ORD000549,2026-02-17,C0086,P004,PromptPay,FAILED,2,1490.0,0.0,2980.0
ORD000550,2026-02-13,C0164,P017,Credit Card,PAID,1,990.0,0.0,990.0
ORD000551,2026-02-10,C0105,P005,Credit Card,PAID,2,313.95,0.1,565.11
ORD000552,2026-02-06,C0066,P004,Credit Card,PAID,1,1490.0,0.1,1341.0
ORD000553,2026-02-28,C0074,P028,PromptPay,REFUNDED,2,313.95,0.05,596.505
ORD000554,2026-02-19,C0028,P010,PromptPay,PAID,1,891.0,0.1,801.9
ORD000555,2026-02-05,C0085,P007,PromptPay,PAID,4,25900.0,0.05,98420.0
ORD000556,2026-02-07,C0004,P032,PromptPay,PAID,2,23310.0,0.0,46620.0
ORD000557,2026-02-06,C0065,P025,Credit Card,PAID,4,27195.0,0.05,103341.0
ORD000558,2026-02-17,C0052,P034,Credit Card,PAID,2,313.95,0.1,565.11
ORD000559,2026-02-26,C0123,P028,PromptPay,PAID,1,269.1,0.0,269.1
ORD000560,2026-02-22,C0151,P005,PromptPay,PAID,4,284.05,0.0,1136.2
ORD000561,2026-02-19,C0005,P014,PromptPay,PAID,1,940.5,0.1,846.45
ORD000562,2026-02-28,C0074,P019,Credit Card,PAID,1,4189.5,0.1,3770.55
ORD000563,2026-02-08,C0125,P037,PromptPay,PAID,4,23310.0,0.0,93240.0
ORD000564,2026-02-18,C0147,P023,Bank Transfer,PAID,4,299.0,0.0,1196.0
ORD000565,2026-02-03,C0132,P029,Credit Card,PAID,1,3990.0,0.0,3990.0
ORD000566,2026-02-04,C0154,P020,Bank Transfer,PAID,3,523.95,0.0,1571.8500000000001
ORD000567,2026-02-09,C0059,P017,Credit Card,PAID,3,990.0,0.05,2821.5
ORD000568,2026-02-08,C0108,P008,Credit Card,PAID,2,474.05,0.1,853.29
ORD000569,2026-02-19,C0113,P010,Bank Transfer,PAID,2,891.0,0.05,1692.9
ORD000570,2026-02-01,C0030,P014,PromptPay,PAID,1,1039.5,0.0,1039.5
ORD000571,2026-02-10,C0040,P005,Bank Transfer,PAID,1,299.0,0.0,299.0
ORD000572,2026-02-04,C0163,P020,PromptPay,PAID,2,499.0,0.05,948.1
ORD000573,2026-02-25,C0115,P040,PromptPay,FAILED,3,3591.0,0.05,10234.35
ORD000574,2026-02-03,C0010,P022,Bank Transfer,PAID,3,499.0,0.0,1497.0
ORD000575,2026-02-22,C0154,P015,Bank Transfer,PAID,3,284.05,0.0,852.1500000000001
ORD000576,2026-02-27,C0014,P003,PromptPay,PAID,2,27195.0,0.0,54390.0
ORD000577,2026-02-28,C0030,P020,Bank Transfer,PAID,1,449.1,0.0,449.1
ORD000578,2026-02-09,C0039,P003,PromptPay,PAID,4,23310.0,0.05,88578.0
ORD000579,2026-02-08,C0086,P001,Credit Card,PAID,2,269.1,0.0,538.2
ORD000580,2026-02-26,C0110,P033,Bank Transfer,PAID,2,11610.0,0.0,23220.0
ORD000581,2026-02-19,C0036,P017,Credit Card,PAID,2,990.0,0.05,1881.0
ORD000582,2026-02-06,C0134,P016,PromptPay,PAID,2,1415.5,0.0,2831.0
ORD000583,2026-02-19,C0025,P032,PromptPay,PAID,2,27195.0,0.0,54390.0
ORD000584,2026-02-18,C0039,P027,PromptPay,PAID,3,25900.0,0.1,69930.0
ORD000585,2026-02-23,C0028,P028,Bank Transfer,PAID,2,299.0,0.1,538.2
ORD000586,2026-02-25,C0133,P017,PromptPay,PAID,4,891.0,0.0,3564.0
ORD000587,2026-02-27,C0153,P015,Credit Card,PAID,1,299.0,0.1,269.1
ORD000588,2026-02-10,C0038,P032,PromptPay,PAID,1,23310.0,0.0,23310.0
ORD000589,2026-02-28,C0031,P038,Credit Card,PAID,1,12255.0,0.0,12255.0
ORD000590,2026-02-27,C0139,P021,Bank Transfer,PAID,1,23310.0,0.0,23310.0
ORD000591,2026-02-14,C0039,P017,PromptPay,PAID,1,990.0,0.0,990.0
ORD000592,2026-02-14,C0094,P011,Bank Transfer,PAID,2,27195.0,0.0,54390.0
ORD000593,2026-02-13,C0110,P009,Credit Card,PAID,2,299.0,0.0,598.0
ORD000594,2026-02-10,C0101,P005,PromptPay,PAID,1,299.0,0.0,299.0
ORD000595,2026-02-06,C0036,P038,Credit Card,REFUNDED,2,12900.0,0.0,25800.0
ORD000596,2026-02-12,C0025,P013,PromptPay,PAID,2,474.05,0.05,900.695
ORD000597,2026-02-02,C0091,P022,Credit Card,PAID,1,499.0,0.05,474.05
ORD000598,2026-02-13,C0082,P038,Bank Transfer,PAID,1,13545.0,0.0,13545.0
ORD000599,2026-02-13,C0068,P022,PromptPay,REFUNDED,2,523.95,0.0,1047.9
ORD000600,2026-02-22,C0096,P014,Credit Card,PAID,2,990.0,0.05,1881.0
ORD000601,2026-02-03,C0149,P037,Credit Card,PAID,2,24605.0,0.0,49210.0
ORD000602,2026-02-10,C0124,P025,Credit Card,PAID,1,24605.0,0.0,24605.0
ORD000603,2026-02-23,C0048,P027,PromptPay,PAID,1,27195.0,0.0,27195.0
ORD000604,2026-02-20,C0137,P025,Credit Card,PAID,2,25900.0,0.1,46620.0
